"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","COUNTERPART_COUNTRY","FREQUENCY","SCALE","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:IMTS(1.0.0)","CHN.TBG_USD.USA.A","OBS_VALUE","China, People's Republic of","Trade balance goods, US dollar","United States","Annual","Millions","-450.4","-1261.6","-2847.6","-3177.3","-2539.9","-1040.0","-1524.6","-2862.5","-2085.5","-1805.2","-3234.3","-3449.988","-1277.09955182981","-1812.316","-303.876","6343.651","7444.685","8620.733","10551.674","16454.134","21003.321","22514.423","29823.782","28174.037","42812.401","58722.658","80436.812011","114353.863","144571.857","163183.044","171063.757","143611.877","181719.630007","205692.72917","223901.984079","222027.566285","242963.094146","265915.730641","254052.165","278811.915546","324429.53372","295348.59312","316709.67611","396797.308266","403572.89835","339623.014747","359849.585269"
