Series Name,Series Code,Country Name,Country Code,2024 [YR2024],2023 [YR2023],2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1990 [YR1990],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975]
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,China,CHN,..,142573770573.99,19846371666.52,-165277237079.6,-99374807720.47,-50259822364.755,-92338473352.4803,-27790987919.5091,41674876169.524,-68098649764.7788,-144967626758.575,-217957551783.694,-176250481637.42,-231651578090.287,-185749835191.821,-87167067369.5,-114792373681.872,-139094535501.613,-100149837150.968,-90379127564.2216,-60144670467.5079,-49444853743.8231,-46789569178.7806,-37357000000,-37483300000,-36978000000,-41117000000,-41674000000,-38066000000,-33849200000,-31787000000,-23115000000,-7156000000,-3453000000,-2657000000,-2613000000,-2344000000,-1669000000,-1425000000,-1030000000,-1124000000,-543000000,-386000000,..,..,..,..,..,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Chile,CHL,..,-15459843912.116,-5030305058.52402,-603863144.8322,-5049109795.1587,-3234014558.63705,-6096032661.2017,-2702247578.25803,-3486979467.71747,-1915152095.71277,-15447958197.4214,-11797761232.6386,-11866985087.1326,-9477847187.98582,-6288544231.52442,-6944607592.04394,-10349117691.3971,-6184057147.89144,-2728251611.265,-3993433626.59268,-3017645390.04003,-1666247121.73583,-2206769652.97625,-2590031012.62755,-873370518.197886,-6203092230.47737,-3144336714.41022,-3808707176.91221,-3681163776.53,-2205000000,-1671400000,-600100000,-538300000,-697400000,-653700000,-1276700000,-952300000,-885000000,-313000000,-142600000,-67000000,-135000000,-401000000,-383000000,-213000000,-233000000,-177000000,-16000000,1000000,-50000000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Egypt, Arab Rep.",EGY,..,-9450200000,-11058100000,-4755300000,-5525300000,-8605068000,-7817811000,-7209700000,-7900200000,-6743500000,-4359500000,-3891200000,-2586600000,1108200000,-5210100000,-6140400000,-7574400000,-10913300000,-9894400000,-5283600000,-1094400000,-216700000,-619100000,-497500000,-1184000000,-1027800000,-1031000000,-761350000,-631000000,-505000000,-1213000000,-493000000,-455000000,-191000000,-722000000,-1227545454.54546,-1178000000,-928714285.714286,-1211428571.42857,-1174571428.57143,-713142857.576871,-471000000.7,-285571428.990816,-746571429.646531,-541285715.06898,-1211142858.87307,-298488392.171039,-97622059.7682681,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Ethiopia,ETH,..,-3262966283.51939,-3669991332.17486,-4259445795.28263,-2395799880.65984,-2548743427.35754,-3360419368.65295,-4017159564.65434,-4142937496.46329,-2626517918.313,-1855052153.64107,-1343876023.73137,-278562822.162861,-628624805.998665,-288271568.250744,-221459581.361984,-108537543.965443,-222000572.994807,-545257102.178304,-265111675.482385,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-5845410.63084319,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Denmark,DNK,..,6247097182.72871,1557800460.93996,19477235885.7944,8270778011.42932,9775759922.64005,-2434129011.64333,6536057842.61182,10094434246.7277,5642339768.00211,3342265730.4483,6328175744.8079,5411285380.97363,-436099219.370378,10927278742.2981,2391586852.25962,16554672837.7737,5522777657.56807,5614230182.28368,4121372123.38959,-1125764967.30702,-328531910.087002,-1781036187.82995,3867132763.20568,-7632079641.61947,971169201.282501,-2460063169.39408,1563129426.81748,1737018526.91019,-1170753335.57635,-844397585.841225,-339770298.960899,1218666434.38801,299472545.750164,350087608.51962,976234561.496759,217148593.734713,533958766.680137,491187634.006534,195332876.45075,304220856.87376,89989564.9391966,-52129123.1050041,39337843.0754868,91531366.7354363,-56530249.1537832,-56244534.9723546,85468875.7495167,253836633.822641,-188130316.363459
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Greece,GRC,..,-671368461.064749,-5482368435.81369,-4904551441.43139,-2655346655.83119,-4372859648.55396,-3505884539.8762,-3283464014.36403,-4461888211.51062,313664376.493594,318930211.419456,-3642778629.05029,-983789755.021622,726370304.431401,1163732571.11808,-324724736.290313,-2525399818.7611,3303433978.44683,-1176469323.98185,818938571.660287,-1076598588.58685,-956577009.042859,615448852.936818,-974407981.507679,1016664829.19213,-24923051.5925486,..,-984000000,-1058000000,-1053000000,-981000000,-977000000,-1144000000,-1135000000,-1005000000,-752000000,-907000000,-683000000,-471000000,-447000000,-485000000,-439000000,-436000000,-520000000,-672000000,-613000000,-428000000,-387000000,-305000000,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,France,FRA,..,30513104655.7174,-21135660317.7474,20202234021.4434,9367666365.97017,31184687760.5865,62417644380.3536,4974372564.0405,37198001295.6237,36130892033.2982,56550380550.4435,-1085074995.30347,19070158223.0146,20277561650.9937,33671093773.6308,70295520050.0789,68001785591.4721,48449400448.7044,51482577203.1678,33660365152.6492,25513610482.5624,10242909367.5663,1451944337.96749,37230890648.6579,132207098895.585,79455181689.7442,16182755399.4058,12439587260.4557,8389214529.86985,-7915340633.12256,8641023244.7181,-149530697.079622,9429508955.84586,8778998288.97929,21640172226.7156,9193689820.03884,6006210177.62727,4070655496.07336,2147334762.14551,-352722357.271494,-278840848.269024,-12428342.4341713,1263379265.33015,2078999613.10488,-187617533.881346,-601262768.293098,-570258944.690701,-893591988.228106,660768470.091457,-225901953.377271
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,India,IND,..,-14200416753.5791,-35408008686.0269,-27488543123.438,-53239697390.8242,-37469945322.0152,-30699661201.0258,-28875941053.3143,-39411278940.2538,-36495216490.7242,-22890162761.0214,-26388082470.2872,-15442447342.912,-23890659988.138,-11428785745.7844,-19485789182.6878,-24149749829.7088,-8201628957.6202,-5992285935.49798,-4628652265.34265,-3592188066.40631,-2444138426.15878,-3947895991.54349,-4073961343.30435,-3074684332.47754,-2089233597.0623,-2587058630.28267,-3464411051.97412,-2186732315.37831,-2026439031.09277,-890688166.019256,-550019384.367517,-276512438.973893,-73537638.3885329,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7706430.54257424,10326246.7051639
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Jordan,JOR,..,-778591549.295775,-1267183098.59155,-605915492.957746,-733943661.971831,-686338028.169014,-962535211.267606,-2023098591.5493,-1549718309.85915,-1599295774.64789,-2095070422.53521,-1930929598.40829,-1543039436.61972,-1455211267.60563,-1659943661.97183,-2340704225.35211,-2813926351.94256,-2574048817.49507,-3682087447.1086,-1821297602.2567,-918617771.509168,-550634696.755994,-224400591.495096,-242034350.395278,-904654442.877292,-153455571.22708,-310014104.372355,-360930888.575458,-58815232.7221439,-40605137.4982023,-25995304.3335344,-19486029.6012716,-44121733.2501402,25567508.556947,-69129901.7560525,18054871.5253781,-23842493.1861143,-38339154.2978594,-18806183.3084008,-25697185.9176546,-74807987.3651481,-30077727.4322812,-56025352.6058989,-147797619.925693,-30771286.5413236,-26371066.4697691,-56431307.4522209,-11230237.2141552,10241478.016692,-19387622.2104629
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Korea, Rep.",KOR,33363000000,13129600000,40754300000,43940200000,26067500000,25604700000,26037800000,16156500000,17785200000,19583000000,18724900000,15551200000,21102800000,19874700000,18724200000,8378600000,8349000000,13004100000,3401200000,-5313200000,-6098800000,-1991200000,-2037900000,-3778800000,-6667300000,-6759100000,-1768900000,1110200000,2170700000,1381400000,1453500000,611200000,374100000,136000000,87600000,-660100000,-567100000,-294300000,586600000,252500000,-132800000,-15400000,63100000,-94100000,-4200000,..,-61000000,-73000000,-75000000,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Mexico,MEX,..,-29859810602,-21780459839,-35626215073,-26494379287,-23861975397,-25611878334,-30070121788,-31029862696,-25271572231,-22844088740,-32895812380,543208943,-12321955893,-12630017166,-7989069732,-29065962047,-22687607692,-15452607016,-19326831128,-20583663466,-16996504829,-23196603711,-25656063323,-18382284821,-13941043232,-12756764558,-12829800000,-9185600000,-9526290000,-10972500000,-4389000000,-4393000000,-4762000000,-2634000000,-3174000000,-2879000000,-2634000000,-2400000000,-1984000000,-1542000000,-2192000000,-1901000000,-3078000000,-2090000000,-1332000000,..,..,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Malaysia,MYS,-2554721616.38745,46861437.618879,-3216658618.69885,-7460181233.77477,-762778047.379011,-1626970694.77508,-2539145749.3555,-3760088630.04333,-3372772123.4964,684808753.488057,5440442808.58191,2111932221.82989,8001103526.4077,2988958790.2415,4463611679.29278,6626128851.69466,7827500376.04625,2744191223.46663,-53139540.9150182,-993682959.956471,-2562894736.84211,-1103684210.52632,-1298684210.52632,-287105263.157895,-1761578947.36842,-2472894736.84211,-2163401815.57573,-5136514575.67472,-5078414947.87739,-4178239335.0381,-4341800916.32297,-5005642759.8826,-5183358086.40239,-3998448522.46006,-2332455289.06142,-1667871568.72095,-719418050.366902,-422679709.984833,-488874111.042601,-694712466.229254,-797476861.322828,-1260527733.35506,-1397196045.41608,-1264688331.16862,-933903976.260897,-573467421.839786,-499991004.965365,-405885818.525049,-381259652.112456,-350491202.931934
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Morocco,MAR,..,-260042951.581562,-1654898394.16521,-1621385378.9319,-959416206.844704,-827687174.65304,-2763517824.5115,-1667949424.60087,-1574253170.02358,-2596320889.57118,-3094163538.98726,-2916210628.14207,-2482391450.72453,-2273339953.13493,-660647769.957621,-1491300236.00916,-2150359074.57182,-2193821739.53846,-2009915949.59256,-1596494477.92054,-862403291.0284,-2300216340.41545,-452026889.078771,-2727503157.35459,-368034434.706865,-831461799.156384,-312772796.610309,-1070734311.78126,-327104246.838456,-320131674.740051,-527018385.335197,-468344575.783861,-390026792.381008,-294720641.35622,-165122977.794539,-167056032.101148,-84661627.5741094,-59574900.7832664,-549182.496104443,-19975166.8598062,-46989196.5550045,-46123623.5045972,-79528177.1036931,-58581335.9912382,-89416222.5895139,-7437548.63717074,-11759988.2428342,-7994056.27289948,-38014962.7431903,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Niger,NER,..,-1016386969.23373,-957255589.176034,-555570708.476332,-345661549.170306,-685120079.61937,-427424869.508824,-309621924.015536,-261120239.273372,-495338338.194746,-734306061.019001,-618579130.749456,-839043544.727994,-1057887435.19293,-1001030201.47154,-728810957.135553,-317334051.237591,-121144829.045017,-51569063.070759,-34728704.7434998,-13270425.3656612,-14942297.7390884,-4142922.30597253,-26541590.9674269,-9080438.70044447,-515050.733473131,1186537.66320709,-16548752.5258593,-2408355.28695208,-40068.2421543975,9452369.6234271,40104169.2021995,-15659721.9416927,-12544889.5064046,-40794845.6480554,799352.243842389,-2225965.97229295,-4638370.74884019,11819030.3947733,11325215.7918616,-1183183.68954881,553709.803689677,-24932574.8755759,5516475.86590063,-53355848.7373426,-35572308.7147006,-49415955.732055,-16509301.4269248,-11299411.6554636,-16242605.995522
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Nigeria,NGA,..,-1616677180.72104,119729340.659017,-1495300005.49838,-911945228.614629,-2019780965.80481,-209678288.350171,-2102144197.23168,-3117793413.78814,-1628965267.75883,-3079534131.89583,-4335423789.24745,-5539784715.59048,-8024302188.36234,-5114533232.94189,-7030645512.49328,-7142806620.34552,-5168340726.31647,-4534735267.0648,-4967898853.03805,-1874060886.97608,-2005353563.06398,-1874070753.14014,-1190618643.59162,-1140167556.01589,-1004915630.70932,-299566658.258911,-469577019.807244,-499276809.471007,-335842164.964005,-1959219858.15603,-1345368587.00053,-896641282.4724,-712373362.47117,-587882970.628472,-1884249738.78897,-378667097.69376,-610552091.468468,-193214907.534804,-485581320.932238,-189164784.859178,-364434580.203909,-430611256.454158,-542327289.070407,738870004.370972,-304632042.447179,-210933271.432604,-440514242.45646,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Netherlands,NLD,..,-23487737097.8576,155871906581.779,172791723124.315,-21060129784.6884,7193634003.43504,17921235466.9247,13312552543.5871,111971868505.85,32510957478.5315,30599136345.108,79960218554.8467,62932813415.2142,30538327761.0121,114762560803.607,103236836613.274,77059380534.7692,-137408447691.046,148154104921.395,56697560545.1102,11576218168.254,24216103338.9294,6306794973.96276,-1219014432.52444,11403571485.5211,15991444386.5939,-680850443.04181,13465857789.9134,15332480399.2896,7981555641.77194,10454808423.1068,3573816176.90995,6589407892.01833,7211031055.54214,3042424071.202,6299501847.56399,2335661329.544,5628949981.92473,964337706.463303,1199916227.86196,3127446406.40601,2477380287.80026,2035387416.16458,2727544887.23951,3639627537.5751,4566903450.3759,2303539297.04851,2433083574.15872,1771410914.19437,1286458749.81246
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Portugal,PRT,-6472214696.14017,-5795780822.50046,-7632956381.93997,-9225196827.8499,-6551529728.58383,-9188822602.05618,-6707115311.859,-8179298634.44517,-3644765859.78132,-2170813299.92913,-8849632848.98642,-7304845646.15073,-11041400165.0402,5489075513.43346,-12464457537.951,-2104239948.45238,-2241936994.23573,4543103559.7317,-4540950870.0524,-632142320.750772,5698487530.30308,-1329831870.10518,-1967623384.51795,723713481.171637,1487962324.72996,1908556765.78759,1034689272.61676,-282138649.893656,-620117587.573583,3655093.04767673,-982867966.702835,-1386567224.15048,-1185996927.6217,-1985062437.47908,-2446957458.69103,-1652604590.44712,-841823871.904912,-476056506.728785,-238406598.668995,-252357703.276694,-189348312.198628,-128601187.457152,-135539247.853259,-158035318.101688,-143267813.226427,-86356823.9763257,-59915461.6158719,-55268797.2290351,-57869076.51227,-107257715.543634
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Russian Federation,RUS,..,20750800927.9484,26714525588.3468,25432770000,-3631810000,-10051630000,22592030000,8199590000,-10224570000,15232100000,35050840000,17287630000,-1765140000,11767160000,9448500000,6697430000,-19120290000,-11072470000,-7601620000,2371590000,-1620960000,1795350000,58820000,-306270000,500800000,-1061410000,-1551610000,-1680740000,-1656490000,-1459950000,-378600000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Saudi Arabia,SAU,..,-5458375287.02145,-178702532.476294,-3676478911.31512,3789658451.53326,11473648331.7423,7111206239.99775,7159403360.83698,-12692875423.2893,1419284248.71197,3886926912.69665,1571884876.80611,-633512517.612542,-1253937214.60104,-972045728.58503,1740918718.41709,-2008363968.58641,-6310147781.23832,-6014447388.89812,-4735323063.11309,334320000,586506666.666667,614133333.333333,-19640000,1881066666.66667,778933333.333333,-4283466666.66667,-3039466666.66667,1127466666.66667,1874666666.66667,-349333333.333333,-1367200000,78933333.3333333,-160000000,-1861333333.33333,653333333.333333,328000000,1173333333.33333,-965935919.055649,-491422763.249557,-4849863063.00966,-4943904677.73521,-11128383579.7373,-6498136246.4858,3192312799.51874,1270516964.90373,-555954027.570011,-782964285.987057,396600566.684589,-1864901265.2374
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,South Africa,ZAF,..,-6254237592.44985,-6864356333.06894,-40557211850.6501,-5089414842.71078,-1975160486.06064,-1542500842.23018,5390643572.87582,2275171115.05217,3993788900.72149,1900417868.97786,-1712645458.1049,-1727159492.43131,-4292687424.33412,-3854564952.41313,-6313190334.478,-12004584137.9272,-3604679768.72682,5305504770.99522,-5612683802.59415,604002318.590682,-230592460.043332,-1882067009.93899,-10785077715.7127,-691652738.562767,80850625.994043,1083666643.24806,-1486940324.83234,231585202.261455,1245489078.61653,886096104.003104,280623702.514129,1935669470.17098,-47695824.1595891,103696633.380641,363907985.45832,-93871059.9258119,303792686.65083,121467409.701876,500000438.445895,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Spain,ESP,..,-3277675085.00932,4481045300.90649,-13392361521.4288,18603077865.7805,10472615489.6103,-21708024635.733,15335101307.1713,15417358755.6326,34437179268.2344,14732980760.1137,-14102712664.0053,-23366093922.8011,18152678384.2464,1231202628.71603,6148530893.8424,1691416116.91194,78246772448.6746,71487814518.3464,18068696192.263,36894546042.4968,3088946146.93943,-6363009858.30798,4736232605.1382,18579389802.5499,25505125987.8389,6088931053.83988,5369816741.37515,-2560464076.91287,-3367731079.02619,-5165201241.96687,-6493497172.62922,-11084168590.2869,-8050716405.26376,-10461380779.9511,-6954989892.74258,-5785865278.01213,-3825367266.83161,-3073017463.95036,-1717597791.71646,-1523434735.62437,-1379226621.31293,-1271590058.23535,-1435580283.28161,-1181923855.23927,-1263982458.59128,-1076400592.26457,-492183544.446718,-284957984.069447,-512692421.605573
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Sudan,SDN,..,..,-573504494.776,-468626509.829293,-716939710.59488,-825354992.310273,-1135787164.04941,-1065298481.41867,-1063767535.33587,-1728373403.43067,-1251280889.37784,-1687884178.79722,-2311460739.75953,-1734376994.48388,-2063730997.66213,-1726298402.95145,-1653120315.475,-1504379838.38584,-1841833814.08367,-1561689996.89435,-1511070000,-1349190000,-713180000,-574000000,-392200000,-370800000,-370700000,-97900000,-400000,..,..,..,..,..,..,-3488888.88888889,..,..,..,3040000,-9076923.07692308,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Turkiye,TUR,-4661000000,-4694000000,-8850000000,-6224000000,-4271000000,-6496000000,-8845000000,-8487000000,-10697000000,-14167000000,-6287000000,-9927000000,-9638000000,-13812000000,-7617000000,-7032000000,-17302000000,-19941000000,-19261000000,-8967000000,-2005000000,-1222000000,-939000000,-2855000000,-112000000,-138000000,-573000000,-554000000,-612000000,-772000000,-559000000,-622000000,-779000000,-783000000,-700000000,-663000000,-354000000,-106000000,-125000000,-99000000,-113000000,-46000000,-55000000,-95000000,-18000000,-75000000,-34000000,-27000000,-10000000,-114000000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,United Kingdom,GBR,..,153538430328.752,79991422960.3437,155692535405.009,-140797136683.084,-41289065813.2492,-3576693950.22308,46685075527.4551,-291904952184.513,-105510499552.5,-172805792105.636,-8222267228.03088,-34727249184.4595,53821554014.553,-12327098017.1828,-62945021961.1458,103242148985.75,160880316709.816,-61381481565.7496,-92742954100.2227,41580064154.0727,46069635887.5861,31141421727.9504,21321018557.6055,127916379256.163,112454145411.852,48157120557.6836,23386816482.3935,9301532237.31374,27379619676.3163,24171411205.4612,10735545430.3216,3139617820.2475,302418661.365092,-13379913178.091,4270004425.58102,15205149253.0296,15850160395.7082,8448719923.60631,5130017496.95262,8324649802.81077,3005286141.90044,1749688493.72624,6274064938.55366,1106123546.00584,6069585369.3757,3027697092.89867,-253403561.640465,1331645273.85019,-317828335.142954
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,United States,USA,..,105300000000,-20472000000,-133851000000,145265000000,-201057000000,-345435000000,28590000000,-174573000000,-209363000000,135673000000,104665000000,126895000000,173119000000,85789000000,151514000000,2491000000,177277000000,-14662000000,-89753000000,160363000000,78112000000,67930000000,-26455000000,-162755000000,-64964000000,-36390000000,-770000000,5360000000,40980000000,34050000000,32570000000,28460000000,14720000000,-11290000000,-24800000000,-35209000000,-23438000000,-11422000000,-5950000000,-12410000000,-2730000000,-13456000000,-15570000000,2300000000,16670000000,8870000000,8360000000,8410000000,11420000000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Algeria,DZA,..,0.491067203454563,0.413487955988728,0.466728479682942,0.693816014772842,0.713947308015691,0.753576088552125,0.647902696344899,0.906300705997461,-0.286832290676438,0.628688968391006,0.736559065111634,0.660551953898795,1.17767329101171,1.29390467487818,1.82742164668261,1.46277344571787,1.1838181536619,1.49572335207527,1.07990333031144,0.962586875552012,0.868036712018978,1.73118897497205,1.87349238167778,0.511220957154505,0.599498299671608,1.25882531840803,0.539669753188526,0.575183341190148,2.39438994406772E-06,2.35055318981288E-06,2.00217899331626E-06,0.0624959203874085,0.0254588521088462,0.000539762481887008,0.0217339935476365,0.022031473854886,0.00556070476041658,0.00834724568021464,0.000686577373656382,0.00149476829372071,0.000855798032941821,-0.118497122563468,0.0297805617367184,0.823384606478612,0.0772852622732484,0.512629546672626,0.850904441344883,1.05481418440748,0.76488458554706
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Argentina,ARG,..,3.69401868015696,2.402155349277,1.36838083162438,1.26616924308721,1.48500687570697,2.23253157689253,1.78936504083807,0.584748941173009,1.97713461784426,0.962406650325519,1.77920553648531,2.80667189982932,2.04465997872008,2.67516171886537,1.20643922647566,2.68990096507093,2.25129423568361,2.38106854489628,2.64935441452167,2.5050175164097,1.29481086883944,2.19895819502207,0.806164134759348,3.66579059535379,8.46058217133806,2.43876896154487,3.12787793868196,2.55320340608332,2.17392758974997,1.411953029158,1.17980281165114,1.9367945155154,1.28557885422783,1.29887926251825,1.34151590594557,0.903930865567581,-0.0174614882944816,0.542162214587862,1.04253057681433,0.229226258869266,0.177920358938206,0.269252481027723,1.0638454401874,0.88095511006333,0.297462920191234,0.280742880870953,0.25360595928857,0.478175476632771,0.106009598269524
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Brazil,BRA,..,2.87265338710361,3.8221961533297,2.77979084916568,2.59263795330717,3.69267321290613,4.07858821449124,3.33825981744108,4.13737803912088,3.59214931773371,3.57135266957477,3.04150901601519,3.75496285610022,3.91518011396487,3.73001288331747,1.88848224084392,2.99060946913286,3.19082601285064,1.75312570318945,1.73389354610707,2.71353166307823,1.81340052439306,3.25358061271527,4.14759377398385,5.03391680528314,4.73377022686194,3.34088809328503,2.15045305915354,1.47596541135756,0.631586020354494,0.584731354072149,0.350808564777038,0.62798622938011,0.32201174402017,0.212693158602162,0.273855965905703,0.910738734536583,0.412991260987785,0.134512965266612,0.683327514048415,0.846341838863818,0.848375851273491,1.07255754578395,0.976686740403903,0.804992588829738,1.09289763404408,1.00160453389634,1.03944503129257,1.0152188208109,1.00771220853274
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Canada,CAN,..,1.9639119409996,2.32386339338111,2.99828264957505,1.75897085668576,2.80676687017653,2.46931207254863,1.53752071953934,2.23835012140903,3.85389453706153,3.55390337011002,3.62980398357006,2.70016900895675,2.13783310760835,1.83725638740881,1.52413118076926,4.5151371416977,8.20055904886214,4.87410128955105,2.17816380917594,0.141465896048034,0.782967555453216,3.21914767807145,3.84192129292478,9.17102428671511,4.04710363964717,3.93993821737617,2.31796973451973,1.39828193256897,2.25387303530621,1.64516287712472,0.721601695039317,1.18075190608283,0.573724262982079,1.40950377153528,1.2643683536102,1.41277624760156,1.98490566969318,0.714941620101729,0.343202681414642,1.59096403406333,1.35098439657101,0.0286228735724806,0.216022151557611,2.11563482971635,2.17627314091623,1.70497310930428,1.58804842778079,1.18237185753476,1.94139898907896
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,China,CHN,..,0.240113517047499,1.06367352996528,1.93078622294539,1.72317554862906,1.31071593247948,1.69389428446517,1.34912369633213,1.55563699883085,2.19217773086009,2.55924761041391,3.03985486260271,2.82710533551379,3.70880651655626,4.00354456866117,2.56889430733347,3.73361071056151,4.40098334219288,4.508600502911,4.55426348223621,3.48364153462976,3.48741889929233,3.60908113491298,3.5129885385098,3.47512590256774,3.74898123668431,4.43550102416557,4.72534384272724,4.65181266315599,4.88086319996149,5.98718616500824,6.18688207614214,2.61316219284371,1.13883773180262,0.966308310992784,0.97565028966922,1.02255894629729,0.847702964733309,0.623424605798281,0.536046583129515,0.483945714588724,0.275698542655107,0.209664356764914,0.135296316146172,0.0298196364663713,4.4873083502658E-05,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Chile,CHL,..,6.47859210208402,6.03627962411555,4.81019970676228,4.50610139661101,4.87956164130548,2.68461345207245,1.89647029832423,4.55707488144666,7.32780348720507,9.83500371391784,7.61396398988729,11.9097449984476,10.4897738062099,6.84144686822969,7.42256247901114,10.4571112912905,6.11348994449279,3.09101971918484,4.89870698305,5.01507138066679,4.556949756395,3.62905823074864,5.8676609577396,6.20376708215846,11.5919139537542,5.64436806175839,6.14802074639582,6.12670509977734,4.02615123858593,4.53011117182511,2.09850884627409,2.0372317186218,2.1737988381759,1.99530296496067,4.28737462161459,3.71660684776713,4.00211594556809,1.66956740769594,0.814441533790819,0.396507319032136,0.662999162473906,2.05332590137364,1.10982716170781,0.733554183447278,1.11895108850986,1.13181318067456,0.150369531810574,-0.00967246703351947,0.656032806785284
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,"Egypt, Arab Rep.",EGY,..,2.48498433081233,2.39118080969079,1.20617861055665,1.52462948997172,2.82732944960686,3.10040077579187,2.98301550917695,2.43856278142762,2.10258128401326,1.50925042253521,1.45343420769727,1.00234071774049,-0.204542848807527,2.91601657550141,3.54835118019574,5.8314126186488,8.87633606337272,9.34856726566294,5.99950900649954,1.59083618380383,0.295683832335329,0.759753233043019,0.527384722609423,1.23699720670391,1.1743928153446,1.26843702157272,1.13537589319293,0.940414995640802,0.994028431372549,2.42013257142857,1.05842525773196,1.09661732566499,0.676690666666667,1.70781419624217,3.144613175915,3.40193181818182,2.34260249653259,2.95109102688694,3.01527740329376,2.14635660163926,1.58236842331316,1.06154257365756,3.39975005914541,2.53017091999671,6.74942923338636,2.1480724692318,0.727581477333194,0.458095934134773,0.0687747333509215
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Ethiopia,ETH,..,1.99328502900323,2.89493814042439,3.82830640829097,2.22538575066647,2.65736016138456,3.98771971634175,4.91270147677603,5.57620321707488,4.06648896536453,3.33569111068817,2.82040845857162,0.643172898229037,1.96735663905254,0.963030625359937,0.68272936693443,0.400997134132692,1.12647092519686,3.56823527416241,2.13780093729558,5.38041579859625,5.39212251252315,3.2480726995032,4.24475958430851,1.63351478937744,0.886611360320082,3.25297744362568,3.27697722032662,0.250307732741369,0.180008028148242,0.242366826705661,0.0386695728163876,0.00158068969417161,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0.103424902797711,..,..
