Country Name,Year,Tariff_Rate,GDP_growth_pct,FDI_pct_gdp,inflation,pop_growth,TB_bil
India,2004,22.96,7.92293661199932,0.765596855110284,3.76725173477515,1.7035704679088,-14.960253367711
India,2005,13.9,7.92343062148318,0.886098378458823,4.24634362031922,1.63142146860079,-27.27633627091101
India,2006,8.99,8.06073257166651,2.13016842534495,5.79652337561634,1.56412522526913,-31.76996425736499
India,2007,11.99,7.6608150670107,2.07339404668754,6.37288135593231,1.50599144392136,-38.70371243871799
India,2008,5.98,3.08669805921981,3.62052323540171,8.34926704907581,1.43877181746736,-74.36004351628601
India,2009,6.84,7.86188883286074,2.6515903323548,10.8823529411764,1.44601731955273,-67.41001879140299
India,2010,6.1,8.49758470221235,1.6350340943491,11.9893899204244,1.45460361883041,-91.02366247871996
India,2011,7.33,5.24131619937695,2.0020634629993,8.91179336483371,1.41682761544376,-106.68678260897394
India,2012,6.32,5.45638755166587,1.31293453035324,9.47899691419801,1.37405616603306,-136.063399026174
India,2013,6.34,6.38610640094825,1.5162764665975,10.0178784746102,1.33270430507476,-92.13505169214196
India,2015,7.32,7.99625378571471,2.09211521443253,4.90697344127256,1.19285563384335,-63.24917139485004
India,2016,6.35,8.25630550179086,1.9373641224439,4.94821634062141,1.19162966402099,-41.57920626501404
India,2017,5.78,6.79538341897911,1.50731583255894,3.32817337461298,1.1623961434697,-72.21161262533997
India,2018,4.88,6.45385134497769,1.55821483801456,3.9388264669163,1.09729906702925,-105.91768494061104
India,2019,6.59,3.87143694070356,1.78482633957161,3.72950573539129,1.04001395098104,-73.45167132258996
India,2020,6.19,-5.77772470686801,2.40620322673636,6.62343677628535,0.973438646910149,-8.342168263996033
India,2021,5.87,9.68959249192875,1.41217101040888,5.13140747176369,0.822648220128724,-74.03937442790198
India,2022,4.59,6.9870393257555,1.48921120524648,6.69903414079852,0.790200540609834,-134.66096522285096
Jordan,2000,18.92,4.24571192079179,10.7940053678297,0.66688092559796,2.07260479051429,-2.25676873410437
Jordan,2001,12.32,5.26995757513571,3.04850514227072,1.77220437351017,2.0568547225817,-2.24531130657059
Jordan,2002,12.66,5.78380792679296,2.48601734100151,1.83299389002049,2.10844376833598,-1.83162356803475
Jordan,2003,11.44,4.16166755544407,5.36472671434698,1.62999999999998,2.21462077394044,-2.13740809590973
Jordan,2004,11.23,8.56721424236899,8.20922270699181,3.36186821476601,2.41295841696554,-3.4083857381805305
Jordan,2005,7.5,8.14659481079931,15.7636461414359,3.49368534619531,2.47713068142819,-5.14548272534558
Jordan,2006,5.63,8.09297527811933,23.5372913427131,6.25172466656443,6.38870724302854,-5.02973277856131
Jordan,2007,5.62,8.17616995204646,15.3248262609959,4.74390639021648,6.03529982681035,-6.313059604627781
Jordan,2008,5.09,7.22038637280139,12.4753075049094,13.9712310012729,2.35427976058258,-6.529453560056898
Jordan,2009,5.13,5.02371007272669,9.83417874476551,-0.739069743144777,2.14968786053504,-5.3976126760563
Jordan,2010,8.46,2.31483422063046,6.22247566973912,4.84551875852116,2.15109331746781,-5.4895774647887
Jordan,2011,8.06,2.73717988632104,5.03335872688493,4.1624416292779,2.48202772730679,-7.557323943662
Jordan,2012,8.1,2.42935800100238,4.89480688682321,4.5152295667099,1.41635205030682,-8.668169014084498
Jordan,2013,8.08,2.60994737548631,5.64977168714591,4.82462314269537,5.19641467868427,-9.944366197183102
Jordan,2014,4.0,3.38407809933472,5.91204890205889,2.89947905006057,9.53920898641561,-9.4601408450704
Jordan,2015,3.98,2.49652879315188,4.1472022917494,-0.876851359704049,8.21798329205466,-8.655633802816899
Jordan,2016,4.32,1.9941808493012,3.89285142868971,-0.778430463054142,4.72325254401232,-8.292112676056302
Jordan,2017,4.41,2.47359815449045,4.87814133167977,3.32389447576097,2.25160030043779,-8.735492957746498
Jordan,2020,3.98,-1.10275188309046,1.73975978294192,0.333294350628378,1.79543228239066,-7.9797521126761
Jordan,2022,3.2,2.64743616429071,2.56620402018028,4.22915568897117,1.70151702842564,-9.275352112676098
"Korea, Rep.",1988,13.95,11.9877155593824,0.647873969897537,7.14609773721605,0.979189224150187,12.5753
"Korea, Rep.",1989,10.61,7.07289360531416,0.562753226852784,5.70016544561401,0.989093268458301,3.7241
"Korea, Rep.",1990,9.54,9.8775525016936,0.368992954353942,8.57327225728677,0.985130494218767,-3.1884
"Korea, Rep.",1992,8.53,6.19864279836374,0.281724287484939,6.21328146355184,1.03916135557339,-3.2724
"Korea, Rep.",1995,6.84,9.61456539319965,0.438966358961603,4.48074108557248,1.00620085457685,-8.3987
"Korea, Rep.",1996,15.02,7.89070332600667,0.456039044153734,4.92454354292754,0.952779421852704,-21.9783
"Korea, Rep.",1997,13.45,6.17055242658977,0.579389363304697,4.4389318457463,0.937713808920155,-7.9892
"Korea, Rep.",1998,13.61,-5.12944816520964,1.56240611234267,7.51358008079307,0.72186501759031,42.4951
"Korea, Rep.",1999,5.9,11.4669424267425,2.15597935410083,0.81295725444637,0.710794593061376,26.4885
